NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
063441005639,0634410,Lawton Alternative,06,1570 31st Ave.,San Francisco,CA,94122,06,06075,San Francisco County,11,37.75797,-122.489354,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005640,0634410,Flynn (Leonard R.) Elementary,06,3125 Cesar Chavez St.,San Francisco,CA,94110,06,06075,San Francisco County,11,37.747738,-122.412015,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005641,0634410,Longfellow Elementary,06,755 Morse St.,San Francisco,CA,94112,06,06075,San Francisco County,11,37.710474,-122.447181,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06019,06011,2022-2023
063441005643,0634410,Lowell High,06,1101 Eucalyptus Dr.,San Francisco,CA,94132,06,06075,San Francisco County,11,37.730369,-122.482937,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06019,06011,2022-2023
063441005645,0634410,Marina Middle,06,3500 Fillmore St.,San Francisco,CA,94123,06,06075,San Francisco County,11,37.801817,-122.436119,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005646,0634410,Marshall Elementary,06,1575 15th St.,San Francisco,CA,94103,06,06075,San Francisco County,11,37.766438,-122.419184,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005647,0634410,McKinley Elementary,06,1025 14th St.,San Francisco,CA,94114,06,06075,San Francisco County,11,37.766998,-122.436433,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005648,0634410,Miraloma Elementary,06,175 Omar Way,San Francisco,CA,94127,06,06075,San Francisco County,11,37.738984,-122.450201,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005649,0634410,Mission Education Center,06,1670 Noe St.,San Francisco,CA,94131,06,06075,San Francisco County,11,37.742209,-122.431323,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005650,0634410,Mission High,06,3750 18th St.,San Francisco,CA,94114,06,06075,San Francisco County,11,37.761833,-122.42727,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005651,0634410,Monroe Elementary,06,260 Madrid St.,San Francisco,CA,94112,06,06075,San Francisco County,11,37.725564,-122.430431,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005652,0634410,New Traditions Elementary,06,2049 Grove St.,San Francisco,CA,94117,06,06075,San Francisco County,11,37.77399,-122.450302,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005653,0634410,Wells (Ida B.) High,06,1099 Hayes St.,San Francisco,CA,94117,06,06075,San Francisco County,11,37.775117,-122.434053,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005654,0634410,Revere (Paul) Elementary,06,555 Tompkins Ave.,San Francisco,CA,94110,06,06075,San Francisco County,11,37.737304,-122.413084,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005655,0634410,King Jr. (Martin Luther) Academic Middle,06,350 Girard St.,San Francisco,CA,94134,06,06075,San Francisco County,11,37.727739,-122.405177,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005657,0634410,Presidio Middle,06,450 30th Ave.,San Francisco,CA,94121,06,06075,San Francisco County,11,37.781194,-122.489425,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005658,0634410,Parks (Rosa) Elementary,06,1501 O'Farrell St.,San Francisco,CA,94115,06,06075,San Francisco County,11,37.783157,-122.42956,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005659,0634410,Redding Elementary,06,1421 Pine St.,San Francisco,CA,94109,06,06075,San Francisco County,11,37.789638,-122.419264,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005660,0634410,Stevenson (Robert Louis) Elementary,06,2051 34th Ave.,San Francisco,CA,94116,06,06075,San Francisco County,11,37.748691,-122.492497,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005661,0634410,Rooftop Elementary,06,443 Burnett Ave.,San Francisco,CA,94131,06,06075,San Francisco County,11,37.754918,-122.443538,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005662,0634410,Roosevelt Middle,06,460 Arguello Blvd.,San Francisco,CA,94118,06,06075,San Francisco County,11,37.782206,-122.458664,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005663,0634410,San Francisco Community Alternative,06,125 Excelsior Ave.,San Francisco,CA,94112,06,06075,San Francisco County,11,37.725996,-122.432321,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005664,0634410,Sanchez Elementary,06,325 Sanchez St.,San Francisco,CA,94114,06,06075,San Francisco County,11,37.763459,-122.430597,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005666,0634410,Clarendon Alternative Elementary,06,500 Clarendon Ave.,San Francisco,CA,94131,06,06075,San Francisco County,11,37.753699,-122.456193,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005667,0634410,Sheridan Elementary,06,431 Capitol Ave.,San Francisco,CA,94112,06,06075,San Francisco County,11,37.714353,-122.459558,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06019,06011,2022-2023
063441005668,0634410,Sherman Elementary,06,1651 Union St.,San Francisco,CA,94123,06,06075,San Francisco County,11,37.79804,-122.426488,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005669,0634410,Malcolm X Academy,06,350 Harbor Rd.,San Francisco,CA,94124,06,06075,San Francisco County,11,37.734463,-122.38076,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005670,0634410,Spring Valley Elementary,06,1451 Jackson St.,San Francisco,CA,94109,06,06075,San Francisco County,11,37.793898,-122.418858,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005671,0634410,King (Thomas Starr) Elementary,06,1215 Carolina St.,San Francisco,CA,94107,06,06075,San Francisco County,11,37.753233,-122.399209,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005672,0634410,Sunnyside Elementary,06,250 Foerster St.,San Francisco,CA,94112,06,06075,San Francisco County,11,37.730253,-122.448599,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06019,06011,2022-2023
063441005674,0634410,Sutro Elementary,06,235 12th Ave.,San Francisco,CA,94118,06,06075,San Francisco County,11,37.783695,-122.471447,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005676,0634410,Ulloa Elementary,06,2650 42nd Ave.,San Francisco,CA,94116,06,06075,San Francisco County,11,37.737448,-122.499669,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441005677,0634410,Visitacion Valley Elementary,06,55 Schwerin St.,San Francisco,CA,94134,06,06075,San Francisco County,11,37.712539,-122.410239,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005678,0634410,Visitacion Valley Middle,06,1971 Visitacion Ave.,San Francisco,CA,94134,06,06075,San Francisco County,11,37.715799,-122.412331,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441005679,0634410,West Portal Elementary,06,5 Lenox Way,San Francisco,CA,94127,06,06075,San Francisco County,11,37.743181,-122.464573,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06019,06011,2022-2023
063441005681,0634410,Cobb (William L.) Elementary,06,2725 CA St.,San Francisco,CA,94115,06,06075,San Francisco County,11,37.787737,-122.43962,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441006556,0634410,Sunset Elementary,06,1920 41st Ave.,San Francisco,CA,94116,06,06075,San Francisco County,11,37.75068,-122.499629,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441007350,0634410,O'Connell (John) High,06,2355 Folsom St.,San Francisco,CA,94110,06,06075,San Francisco County,11,37.759531,-122.414528,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441007732,0634410,Tenderloin Community,06,627 Turk St.,San Francisco,CA,94102,06,06075,San Francisco County,11,37.781898,-122.419848,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441007840,0634410,Independence High,06,1350 7th Ave.,San Francisco,CA,94122,06,06075,San Francisco County,11,37.763258,-122.463744,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441007841,0634410,Lilienthal (Claire) Elementary,06,3630 Divisadero St.,San Francisco,CA,94123,06,06075,San Francisco County,11,37.803282,-122.44324,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441007842,0634410,Everett Middle,06,450 Church St.,San Francisco,CA,94114,06,06075,San Francisco County,11,37.763684,-122.429081,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441007845,0634410,Wallenberg (Raoul) Traditional High,06,40 Vega St.,San Francisco,CA,94115,06,06075,San Francisco County,11,37.78044,-122.446242,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441008189,0634410,Burton (Phillip and Sala) Academic High,06,400 Mansell St.,San Francisco,CA,94134,06,06075,San Francisco County,11,37.721304,-122.40651,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441008191,0634410,Drew (Charles) College Preparatory Academy,06,50 Pomona Ave.,San Francisco,CA,94124,06,06075,San Francisco County,11,37.731668,-122.393944,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441008967,0634410,Yick Wo Elementary,06,2245 Jones St.,San Francisco,CA,94133,06,06075,San Francisco County,11,37.801972,-122.416623,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441011252,0634410,Jordan (June) School for Equity,06,325 La Grande Ave.,San Francisco,CA,94112,06,06075,San Francisco County,11,37.719558,-122.425241,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441011772,0634410,Feinstein (Dianne) Elementary,06,2550 25th Ave.,San Francisco,CA,94116,06,06075,San Francisco County,11,37.739654,-122.481699,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441012487,0634410,Chinese Immersion School at DeAvila,06,1250 Waller St.,San Francisco,CA,94117,06,06075,San Francisco County,11,37.769735,-122.444297,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441012494,0634410,S.F. International High,06,655 DeHaro St.,San Francisco,CA,94107,06,06075,San Francisco County,11,37.761793,-122.400721,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441012526,0634410,Academy (The)- SF @McAteer,06,555 Portola Dr.,San Francisco,CA,94131,06,06075,San Francisco County,11,37.745078,-122.44949,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441012583,0634410,Tule Elk Park Children Center,06,1950 Chestnut St.,San Francisco,CA,94123,06,06075,San Francisco County,11,37.8012,-122.435093,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441012788,0634410,San Francisco Public Montessori,06,2340 Jackson St.,San Francisco,CA,94115,06,06075,San Francisco County,11,37.792804,-122.433447,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441013231,0634410,Noriega Children Center,06,1775 44th Ave.,San Francisco,CA,94122,06,06075,San Francisco County,11,37.75384,-122.503772,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441013244,0634410,Weill (Raphael) Children Center,06,1501 O'Farrell St.,San Francisco,CA,94115,06,06075,San Francisco County,11,37.783068,-122.429905,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441013281,0634410,Mahler (Theresa S.) Children Center,06,990 Church St.,San Francisco,CA,94114,06,06075,San Francisco County,11,37.75527,-122.428091,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441013328,0634410,Las Americas Children Center,06,801 Treat Ave.,San Francico,CA,94110,06,06075,San Francisco County,11,37.757167,-122.41326,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441013393,0634410,Cooper (Sarah B.) Children Center,06,940 Filbert St.,San Francisco,CA,94133,06,06075,San Francisco County,11,37.80094,-122.414971,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441013456,0634410,McLaren (John) Children Centers,06,2055 Sunnydale Ave.,San Francisco,CA,94134,06,06075,San Francisco County,11,37.713446,-122.423415,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441013488,0634410,Presidio Early Ed.,06,387 Moraga Ave.,San Francisco,CA,94129,06,06075,San Francisco County,11,37.797798,-122.460966,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06019,06011,2022-2023
063441013548,0634410,San Miguel Children Center,06,300 Seneca Ave.,San Francisco,CA,94112,06,06075,San Francisco County,11,37.721349,-122.444328,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06019,06011,2022-2023
063441013585,0634410,Havard (Leola M.) Early Education,06,1520 Oakdale Ave.,San Francisco,CA,94124,06,06075,San Francisco County,11,37.734613,-122.389191,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063441013621,0634410,Stockton (Commodore) Children Center,06,1 Trenton St.,San Francisco,CA,94108,06,06075,San Francisco County,11,37.795102,-122.409143,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0612,06017,06011,2022-2023
063442500523,0634425,Coolidge Elementary,06,421 N. Mission Dr.,San Gabriel,CA,91775,06,06037,Los Angeles County,21,34.1091,-118.1123,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063442500557,0634425,Jefferson Middle,06,1372 E. Las Tunas Dr.,San Gabriel,CA,91776,06,06037,Los Angeles County,21,34.102,-118.0782,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063442500572,0634425,McKinley Elementary,06,1425 Manley Dr.,San Gabriel,CA,91776,06,06037,Los Angeles County,21,34.0827,-118.1018,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063442500575,0634425,Roosevelt Elementary,06,401 S. Walnut Grove Ave.,San Gabriel,CA,91776,06,06037,Los Angeles County,21,34.0973,-118.0843,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063442500585,0634425,Washington Elementary,06,300 N. San Marino Ave.,San Gabriel,CA,91775,06,06037,Los Angeles County,21,34.1064,-118.103,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063442500611,0634425,Wilson Elementary,06,8317 E. Sheffield Rd.,San Gabriel,CA,91775,06,06037,Los Angeles County,21,34.1179,-118.0883,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063442503273,0634425,Gabrielino High,06,1327 S. San Gabriel Blvd.,San Gabriel,CA,91776,06,06037,Los Angeles County,21,34.0828,-118.0918,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063442507166,0634425,Del Mar High,06,312 S. Del Mar Ave.,San Gabriel,CA,91776,06,06037,Los Angeles County,21,34.0985,-118.0992,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0627,06049,06022,2022-2023
063444005691,0634440,Monte Vista Middle,06,425 N. Lyon Ave.,San Jacinto,CA,92582,06,06065,Riverside County,22,33.79218,-116.988436,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444005692,0634440,Mountain View High,06,1000 Ramona Blvd.,San Jacinto,CA,92582,06,06065,Riverside County,22,33.7956,-116.9773,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444005693,0634440,San Jacinto Elementary,06,136 N. Ramona Blvd.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.787291,-116.963832,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444005694,0634440,San Jacinto High,06,500 Idyllwild Dr.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.7943,-116.9675,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444007603,0634440,North Mountain Middle,06,1202 E. Seventh St.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.7795,-116.9393,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444009190,0634440,De Anza Elementary,06,1089 DeAnza Dr.,San Jacinto,CA,92582,06,06065,Riverside County,22,33.795,-116.9777,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444010060,0634440,Park Hill Elementary,06,1157 E. Commonwealth Ave.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.7704,-116.9412,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444011032,0634440,Estudillo Elementary,06,900 Las Rosas Dr.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.7786,-116.9421,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444011033,0634440,Clayton A. Record Jr. Elementary,06,1600 Malaga Dr.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.8086,-116.9738,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444011034,0634440,Mountain Heights Academy,06,1000 Ramona Blvd.,San Jacinto,CA,92582,06,06065,Riverside County,22,33.7956,-116.9773,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444012563,0634440,Megan Cope Elementary,06,2550 Via La Sierra Ln.,San Jacinto,CA,92582,06,06065,Riverside County,22,33.786216,-117.013105,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444012794,0634440,San Jacinto Leadership Academy - Magnet,06,181 N. Ramona Blvd,San Jacinto,CA,92583,06,06065,Riverside County,22,33.788412,-116.963037,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444013260,0634440,San Jacinto Early Childhood Education Center,06,257 Grand Army,San Jacinto,CA,92583,06,06065,Riverside County,22,33.786967,-116.965133,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444014382,0634440,Edward Hyatt World Language Academy,06,400 E. Shaver St.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.777225,-116.953515,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063444014534,0634440,San Jacinto Technology Institute,06,1599 Malaga Dr. W.,San Jacinto,CA,92583,06,06065,Riverside County,22,33.808698,-116.973468,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0636,06042,06023,2022-2023
063459001538,0634590,Williams Elementary,06,1150 Rajkovich Way,San Jose,CA,95120,06,06085,Santa Clara County,11,37.207593,-121.851297,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06029,06015,2022-2023
063459004084,0634590,River Glen,06,1088 BRd.way,San Jose,CA,95125,06,06085,Santa Clara County,11,37.310771,-121.901484,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06028,06015,2022-2023
063459005696,0634590,Abraham Lincoln High,06,555 Dana Ave.,San Jose,CA,95126,06,06085,Santa Clara County,11,37.328352,-121.924068,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06028,06010,2022-2023
063459005697,0634590,Allen at Steinbeck,06,820 Steinbeck Dr.,San Jose,CA,95123,06,06085,Santa Clara County,11,37.246539,-121.856789,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06029,06015,2022-2023
063459005698,0634590,Almaden Elementary,06,1295 Dentwood Dr.,San Jose,CA,95118,06,06085,Santa Clara County,11,37.251455,-121.884767,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
063459005699,0634590,Anne Darling Elementary,06,333 N. 33rd St.,San Jose,CA,95133,06,06085,Santa Clara County,11,37.356454,-121.865117,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06025,06015,2022-2023
063459005700,0634590,Walter L. Bachrodt Elementary,06,102 Sonora Ave.,San Jose,CA,95110,06,06085,Santa Clara County,11,37.362585,-121.912956,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06025,06010,2022-2023
063459005702,0634590,Booksin Elementary,06,1590 Dry Creek Rd.,San Jose,CA,95125,06,06085,Santa Clara County,11,37.2888,-121.9064,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06028,06015,2022-2023
063459005703,0634590,Bret Harte Middle,06,7050 Bret Harte Dr.,San Jose,CA,95120,06,06085,Santa Clara County,11,37.212496,-121.844995,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06029,06015,2022-2023
063459005706,0634590,Rachel Carson Elementary,06,4245 Meg Dr.,San Jose,CA,95136,06,06085,Santa Clara County,11,37.270121,-121.855137,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06027,06015,2022-2023
063459005707,0634590,Castillero Middle,06,6384 Leyland Park Dr.,San Jose,CA,95120,06,06085,Santa Clara County,11,37.219875,-121.879328,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
063459005709,0634590,Broadway High,06,4825 Speak Ln.,San Jose,CA,95118,06,06085,Santa Clara County,11,37.261289,-121.88008,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0618,06028,06015,2022-2023
063459005710,0634590,Willow Glen Middle,06,2105 Cottle Ave.,San Jose,CA,95125,06,06085,Santa Clara County,11,37.289802,-121.895862,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06028,06015,2022-2023
063459005711,0634590,Empire Gardens Elementary,06,1060 E. Empire St.,San Jose,CA,95112,06,06085,Santa Clara County,11,37.354691,-121.875556,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0619,06027,06015,2022-2023
